block	rows	minOffset	maxOffset	centerOffset	aLimit	pLimit	qlineQTests	primeLines	qlineRows	fallbackRows	fallbackVerified	unresolved	fallbackQTests	noSkipQTests	baselineSampleRows	baselineSampleQTests	avgBaselineQTests	estimatedBaselineQTests	savingPct	speedup	seconds
167	1000000000	334000000002	336000000000	334000050000	50000	250000	3372	1061	999999962	38	38	0	109	3481	0	0	0.000000000	0.000	0.000000	0.000000	37.393901
168	1000000000	336000000002	338000000000	336000050000	50000	250000	3377	1096	999999977	23	23	0	38	3415	0	0	0.000000000	0.000	0.000000	0.000000	38.231793
169	1000000000	338000000002	340000000000	338000050000	50000	250000	3420	1129	999999941	59	59	0	117	3537	0	0	0.000000000	0.000	0.000000	0.000000	38.697425
170	1000000000	340000000002	342000000000	340000050000	50000	250000	3359	1130	999999952	48	48	0	123	3482	0	0	0.000000000	0.000	0.000000	0.000000	39.021355
171	1000000000	342000000002	344000000000	342000050000	50000	250000	3311	1108	999999943	57	57	0	99	3410	0	0	0.000000000	0.000	0.000000	0.000000	38.470746
172	1000000000	344000000002	346000000000	344000050000	50000	250000	3398	1141	999999992	8	8	0	12	3410	0	0	0.000000000	0.000	0.000000	0.000000	38.966302
173	1000000000	346000000002	348000000000	346000050000	50000	250000	3386	1117	999999934	66	66	0	139	3525	0	0	0.000000000	0.000	0.000000	0.000000	38.644240
174	1000000000	348000000002	350000000000	348000050000	50000	250000	3321	1105	999999942	58	58	0	126	3447	0	0	0.000000000	0.000	0.000000	0.000000	40.186925
175	1000000000	350000000002	352000000000	350000050000	50000	250000	3459	1175	999999884	116	116	0	313	3772	0	0	0.000000000	0.000	0.000000	0.000000	41.592433
176	1000000000	352000000002	354000000000	352000050000	50000	250000	3392	1138	999999943	57	57	0	123	3515	0	0	0.000000000	0.000	0.000000	0.000000	40.410610
177	1000000000	354000000002	356000000000	354000050000	50000	250000	3443	1184	999999913	87	87	0	188	3631	0	0	0.000000000	0.000	0.000000	0.000000	41.856584
178	1000000000	356000000002	358000000000	356000050000	50000	250000	3384	1089	999999961	39	39	0	78	3462	0	0	0.000000000	0.000	0.000000	0.000000	39.375824
179	1000000000	358000000002	360000000000	358000050000	50000	250000	3376	1135	999999962	38	38	0	112	3488	0	0	0.000000000	0.000	0.000000	0.000000	40.395784
180	1000000000	360000000002	362000000000	360000050000	50000	250000	3441	1180	999999956	44	44	0	148	3589	0	0	0.000000000	0.000	0.000000	0.000000	41.424507
181	1000000000	362000000002	364000000000	362000050000	50000	250000	3455	1139	999999947	53	53	0	91	3546	0	0	0.000000000	0.000	0.000000	0.000000	39.740006
182	1000000000	364000000002	366000000000	364000050000	50000	250000	3365	1098	999999954	46	46	0	230	3595	0	0	0.000000000	0.000	0.000000	0.000000	39.318969
183	1000000000	366000000002	368000000000	366000050000	50000	250000	3392	1156	999999928	72	72	0	200	3592	0	0	0.000000000	0.000	0.000000	0.000000	41.683523
184	1000000000	368000000002	370000000000	368000050000	50000	250000	3345	1097	999999957	43	43	0	148	3493	0	0	0.000000000	0.000	0.000000	0.000000	40.420239
185	1000000000	370000000002	372000000000	370000050000	50000	250000	3393	1110	999999975	25	25	0	82	3475	0	0	0.000000000	0.000	0.000000	0.000000	40.705900
186	1000000000	372000000002	374000000000	372000050000	50000	250000	3323	1110	999999944	56	56	0	137	3460	0	0	0.000000000	0.000	0.000000	0.000000	40.836890
187	1000000000	374000000002	376000000000	374000050000	50000	250000	3333	1141	999999988	12	12	0	40	3373	0	0	0.000000000	0.000	0.000000	0.000000	41.506671
188	1000000000	376000000002	378000000000	376000050000	50000	250000	3404	1140	999999955	45	45	0	129	3533	0	0	0.000000000	0.000	0.000000	0.000000	40.732236
189	1000000000	378000000002	380000000000	378000050000	50000	250000	3404	1133	999999933	67	67	0	143	3547	0	0	0.000000000	0.000	0.000000	0.000000	39.614503
190	1000000000	380000000002	382000000000	380000050000	50000	250000	3391	1080	999999943	57	57	0	123	3514	0	0	0.000000000	0.000	0.000000	0.000000	38.229646
191	1000000000	382000000002	384000000000	382000050000	50000	250000	3357	1091	999999884	116	116	0	433	3790	0	0	0.000000000	0.000	0.000000	0.000000	39.112796
192	1000000000	384000000002	386000000000	384000050000	50000	250000	3396	1179	999999983	17	17	0	22	3418	0	0	0.000000000	0.000	0.000000	0.000000	42.559655
193	1000000000	386000000002	388000000000	386000050000	50000	250000	3406	1141	999999971	29	29	0	101	3507	0	0	0.000000000	0.000	0.000000	0.000000	41.168084
194	1000000000	388000000002	390000000000	388000050000	50000	250000	3431	1135	999999965	35	35	0	94	3525	0	0	0.000000000	0.000	0.000000	0.000000	41.650744
195	1000000000	390000000002	392000000000	390000050000	50000	250000	3426	1138	999999962	38	38	0	101	3527	0	0	0.000000000	0.000	0.000000	0.000000	41.098526
196	1000000000	392000000002	394000000000	392000050000	50000	250000	3419	1170	999999945	55	55	0	307	3726	0	0	0.000000000	0.000	0.000000	0.000000	41.899101
197	1000000000	394000000002	396000000000	394000050000	50000	250000	3448	1136	999999975	25	25	0	83	3531	0	0	0.000000000	0.000	0.000000	0.000000	39.675473
198	1000000000	396000000002	398000000000	396000050000	50000	250000	3346	1070	999999964	36	36	0	94	3440	0	0	0.000000000	0.000	0.000000	0.000000	37.889192
199	1000000000	398000000002	400000000000	398000050000	50000	250000	3363	1122	999999952	48	48	0	162	3525	0	0	0.000000000	0.000	0.000000	0.000000	38.664101
200	1000000000	400000000002	402000000000	400000050000	50000	250000	3368	1108	999999962	38	38	0	77	3445	0	0	0.000000000	0.000	0.000000	0.000000	39.408946
201	1000000000	402000000002	404000000000	402000050000	50000	250000	3330	1103	999999918	82	82	0	194	3524	0	0	0.000000000	0.000	0.000000	0.000000	39.587227
202	1000000000	404000000002	406000000000	404000050000	50000	250000	3423	1113	999999947	53	53	0	156	3579	0	0	0.000000000	0.000	0.000000	0.000000	40.091935
203	1000000000	406000000002	408000000000	406000050000	50000	250000	3407	1123	999999924	76	76	0	354	3761	0	0	0.000000000	0.000	0.000000	0.000000	40.593152
204	1000000000	408000000002	410000000000	408000050000	50000	250000	3377	1128	999999896	104	104	0	388	3765	0	0	0.000000000	0.000	0.000000	0.000000	40.048373
205	1000000000	410000000002	412000000000	410000050000	50000	250000	3344	1132	999999975	25	25	0	57	3401	0	0	0.000000000	0.000	0.000000	0.000000	39.480893
206	1000000000	412000000002	414000000000	412000050000	50000	250000	3350	1119	999999954	46	46	0	98	3448	0	0	0.000000000	0.000	0.000000	0.000000	39.105404
207	1000000000	414000000002	416000000000	414000050000	50000	250000	3347	1128	999999986	14	14	0	51	3398	0	0	0.000000000	0.000	0.000000	0.000000	38.916739
208	1000000000	416000000002	418000000000	416000050000	50000	250000	3387	1187	999999971	29	29	0	94	3481	0	0	0.000000000	0.000	0.000000	0.000000	41.268328
209	1000000000	418000000002	420000000000	418000050000	50000	250000	3358	1093	999999944	56	56	0	188	3546	0	0	0.000000000	0.000	0.000000	0.000000	38.907426
210	1000000000	420000000002	422000000000	420000050000	50000	250000	3397	1148	999999931	69	69	0	250	3647	0	0	0.000000000	0.000	0.000000	0.000000	40.502023
211	1000000000	422000000002	424000000000	422000050000	50000	250000	3376	1129	999999958	42	42	0	111	3487	0	0	0.000000000	0.000	0.000000	0.000000	39.938455
212	1000000000	424000000002	426000000000	424000050000	50000	250000	3381	1112	999999880	120	120	0	412	3793	0	0	0.000000000	0.000	0.000000	0.000000	39.292151
213	1000000000	426000000002	428000000000	426000050000	50000	250000	3345	1122	999999942	58	58	0	165	3510	0	0	0.000000000	0.000	0.000000	0.000000	38.052587
214	1000000000	428000000002	430000000000	428000050000	50000	250000	3412	1185	999999987	13	13	0	20	3432	0	0	0.000000000	0.000	0.000000	0.000000	40.300632
215	1000000000	430000000002	432000000000	430000050000	50000	250000	3451	1149	999999978	22	22	0	53	3504	0	0	0.000000000	0.000	0.000000	0.000000	39.030948
216	1000000000	432000000002	434000000000	432000050000	50000	250000	3398	1166	999999966	34	34	0	66	3464	0	0	0.000000000	0.000	0.000000	0.000000	39.681323
217	1000000000	434000000002	436000000000	434000050000	50000	250000	3402	1139	999999949	51	51	0	163	3565	0	0	0.000000000	0.000	0.000000	0.000000	39.663520
218	1000000000	436000000002	438000000000	436000050000	50000	250000	3394	1131	999999960	40	40	0	79	3473	0	0	0.000000000	0.000	0.000000	0.000000	39.494427
219	1000000000	438000000002	440000000000	438000050000	50000	250000	3388	1133	999999963	37	37	0	81	3469	0	0	0.000000000	0.000	0.000000	0.000000	39.402754
220	1000000000	440000000002	442000000000	440000050000	50000	250000	3367	1080	999999972	28	28	0	99	3466	0	0	0.000000000	0.000	0.000000	0.000000	37.898596
221	1000000000	442000000002	444000000000	442000050000	50000	250000	3439	1139	999999989	11	11	0	44	3483	0	0	0.000000000	0.000	0.000000	0.000000	38.346580
222	1000000000	444000000002	446000000000	444000050000	50000	250000	3407	1102	999999950	50	50	0	154	3561	0	0	0.000000000	0.000	0.000000	0.000000	37.691733
223	1000000000	446000000002	448000000000	446000050000	50000	250000	3373	1135	999999967	33	33	0	108	3481	0	0	0.000000000	0.000	0.000000	0.000000	38.634952
224	1000000000	448000000002	450000000000	448000050000	50000	250000	3400	1098	999999987	13	13	0	29	3429	0	0	0.000000000	0.000	0.000000	0.000000	37.705464
225	1000000000	450000000002	452000000000	450000050000	50000	250000	3330	1140	999999969	31	31	0	74	3404	0	0	0.000000000	0.000	0.000000	0.000000	39.862655
226	1000000000	452000000002	454000000000	452000050000	50000	250000	3355	1074	999999929	71	71	0	287	3642	0	0	0.000000000	0.000	0.000000	0.000000	38.364547
227	1000000000	454000000002	456000000000	454000050000	50000	250000	3366	1102	999999936	64	64	0	144	3510	0	0	0.000000000	0.000	0.000000	0.000000	38.677966
228	1000000000	456000000002	458000000000	456000050000	50000	250000	3385	1099	999999976	24	24	0	52	3437	0	0	0.000000000	0.000	0.000000	0.000000	38.556449
229	1000000000	458000000002	460000000000	458000050000	50000	250000	3391	1165	999999936	64	64	0	180	3571	0	0	0.000000000	0.000	0.000000	0.000000	39.393143
230	1000000000	460000000002	462000000000	460000050000	50000	250000	3411	1111	999999973	27	27	0	91	3502	0	0	0.000000000	0.000	0.000000	0.000000	37.426388
231	1000000000	462000000002	464000000000	462000050000	50000	250000	3383	1087	999999973	27	27	0	93	3476	0	0	0.000000000	0.000	0.000000	0.000000	36.762711
232	1000000000	464000000002	466000000000	464000050000	50000	250000	3381	1155	999999954	46	46	0	84	3465	0	0	0.000000000	0.000	0.000000	0.000000	38.572073
233	1000000000	466000000002	468000000000	466000050000	50000	250000	3391	1150	999999946	54	54	0	135	3526	0	0	0.000000000	0.000	0.000000	0.000000	38.988159
234	1000000000	468000000002	470000000000	468000050000	50000	250000	3377	1176	999999962	38	38	0	175	3552	0	0	0.000000000	0.000	0.000000	0.000000	40.213856
235	1000000000	470000000002	472000000000	470000050000	50000	250000	3407	1146	999999945	55	55	0	232	3639	0	0	0.000000000	0.000	0.000000	0.000000	39.289114
236	1000000000	472000000002	474000000000	472000050000	50000	250000	3367	1161	999999968	32	32	0	76	3443	0	0	0.000000000	0.000	0.000000	0.000000	39.778096
237	1000000000	474000000002	476000000000	474000050000	50000	250000	3393	1147	999999982	18	18	0	22	3415	0	0	0.000000000	0.000	0.000000	0.000000	39.003662
238	1000000000	476000000002	478000000000	476000050000	50000	250000	3436	1109	999999954	46	46	0	160	3596	0	0	0.000000000	0.000	0.000000	0.000000	37.539583
239	1000000000	478000000002	480000000000	478000050000	50000	250000	3378	1096	999999860	140	140	0	730	4108	0	0	0.000000000	0.000	0.000000	0.000000	36.870213
240	1000000000	480000000002	482000000000	480000050000	50000	250000	3356	1127	999999908	92	92	0	262	3618	0	0	0.000000000	0.000	0.000000	0.000000	37.208199
241	1000000000	482000000002	484000000000	482000050000	50000	250000	3453	1112	999999942	58	58	0	169	3622	0	0	0.000000000	0.000	0.000000	0.000000	37.509849
242	1000000000	484000000002	486000000000	484000050000	50000	250000	3356	1141	999999939	61	61	0	232	3588	0	0	0.000000000	0.000	0.000000	0.000000	38.899794
243	1000000000	486000000002	488000000000	486000050000	50000	250000	3388	1156	999999972	28	28	0	95	3483	0	0	0.000000000	0.000	0.000000	0.000000	39.701306
244	1000000000	488000000002	490000000000	488000050000	50000	250000	3367	1181	999999948	52	52	0	231	3598	0	0	0.000000000	0.000	0.000000	0.000000	39.760297
245	1000000000	490000000002	492000000000	490000050000	50000	250000	3428	1121	999999965	35	35	0	68	3496	0	0	0.000000000	0.000	0.000000	0.000000	38.143467
246	1000000000	492000000002	494000000000	492000050000	50000	250000	3345	1134	999999948	52	52	0	153	3498	0	0	0.000000000	0.000	0.000000	0.000000	38.376549
247	1000000000	494000000002	496000000000	494000050000	50000	250000	3368	1108	999999870	130	130	0	329	3697	0	0	0.000000000	0.000	0.000000	0.000000	37.477420
248	1000000000	496000000002	498000000000	496000050000	50000	250000	3344	1123	999999956	44	44	0	81	3425	0	0	0.000000000	0.000	0.000000	0.000000	37.494358
249	1000000000	498000000002	500000000000	498000050000	50000	250000	3352	1092	999999947	53	53	0	199	3551	0	0	0.000000000	0.000	0.000000	0.000000	36.342366
250	1000000000	500000000002	502000000000	500000050000	50000	250000	3409	1154	999999982	18	18	0	81	3490	0	0	0.000000000	0.000	0.000000	0.000000	38.633698
251	1000000000	502000000002	504000000000	502000050000	50000	250000	3361	1139	999999862	138	138	0	696	4057	0	0	0.000000000	0.000	0.000000	0.000000	38.765485
252	1000000000	504000000002	506000000000	504000050000	50000	250000	3398	1112	999999961	39	39	0	147	3545	0	0	0.000000000	0.000	0.000000	0.000000	38.216681
253	1000000000	506000000002	508000000000	506000050000	50000	250000	3366	1102	999999985	15	15	0	48	3414	0	0	0.000000000	0.000	0.000000	0.000000	37.778681
254	1000000000	508000000002	510000000000	508000050000	50000	250000	3361	1107	999999962	38	38	0	108	3469	0	0	0.000000000	0.000	0.000000	0.000000	38.024542
255	1000000000	510000000002	512000000000	510000050000	50000	250000	3371	1111	999999950	50	50	0	183	3554	0	0	0.000000000	0.000	0.000000	0.000000	37.587945
256	1000000000	512000000002	514000000000	512000050000	50000	250000	3440	1179	999999971	29	29	0	120	3560	0	0	0.000000000	0.000	0.000000	0.000000	38.977204
257	1000000000	514000000002	516000000000	514000050000	50000	250000	3381	1129	999999968	32	32	0	88	3469	0	0	0.000000000	0.000	0.000000	0.000000	37.553785
258	1000000000	516000000002	518000000000	516000050000	50000	250000	3373	1133	999999952	48	48	0	132	3505	0	0	0.000000000	0.000	0.000000	0.000000	38.154784
259	1000000000	518000000002	520000000000	518000050000	50000	250000	3391	1114	999999921	79	79	0	424	3815	0	0	0.000000000	0.000	0.000000	0.000000	37.275338
260	1000000000	520000000002	522000000000	520000050000	50000	250000	3396	1131	999999964	36	36	0	131	3527	0	0	0.000000000	0.000	0.000000	0.000000	37.922412
261	1000000000	522000000002	524000000000	522000050000	50000	250000	3354	1147	999999973	27	27	0	82	3436	0	0	0.000000000	0.000	0.000000	0.000000	38.344959
262	1000000000	524000000002	526000000000	524000050000	50000	250000	3386	1123	999999899	101	101	0	468	3854	0	0	0.000000000	0.000	0.000000	0.000000	37.957800
263	1000000000	526000000002	528000000000	526000050000	50000	250000	3355	1129	999999975	25	25	0	58	3413	0	0	0.000000000	0.000	0.000000	0.000000	38.182307
264	1000000000	528000000002	530000000000	528000050000	50000	250000	3364	1141	999999963	37	37	0	97	3461	0	0	0.000000000	0.000	0.000000	0.000000	37.759837
265	1000000000	530000000002	532000000000	530000050000	50000	250000	3397	1099	999999971	29	29	0	91	3488	0	0	0.000000000	0.000	0.000000	0.000000	36.565278
266	1000000000	532000000002	534000000000	532000050000	50000	250000	3405	1133	999999969	31	31	0	117	3522	0	0	0.000000000	0.000	0.000000	0.000000	38.655757
267	1000000000	534000000002	536000000000	534000050000	50000	250000	3373	1114	999999904	96	96	0	374	3747	0	0	0.000000000	0.000	0.000000	0.000000	37.855414
268	1000000000	536000000002	538000000000	536000050000	50000	250000	3368	1116	999999981	19	19	0	36	3404	0	0	0.000000000	0.000	0.000000	0.000000	37.336923
269	1000000000	538000000002	540000000000	538000050000	50000	250000	3392	1132	999999953	47	47	0	67	3459	0	0	0.000000000	0.000	0.000000	0.000000	38.112127
270	1000000000	540000000002	542000000000	540000050000	50000	250000	3393	1106	999999972	28	28	0	77	3470	0	0	0.000000000	0.000	0.000000	0.000000	36.754035
271	1000000000	542000000002	544000000000	542000050000	50000	250000	3343	1095	999999962	38	38	0	79	3422	0	0	0.000000000	0.000	0.000000	0.000000	37.006442
272	1000000000	544000000002	546000000000	544000050000	50000	250000	3453	1141	999999961	39	39	0	114	3567	0	0	0.000000000	0.000	0.000000	0.000000	37.076542
273	1000000000	546000000002	548000000000	546000050000	50000	250000	3379	1134	999999936	64	64	0	184	3563	0	0	0.000000000	0.000	0.000000	0.000000	37.457956
274	1000000000	548000000002	550000000000	548000050000	50000	250000	3403	1095	999999956	44	44	0	128	3531	0	0	0.000000000	0.000	0.000000	0.000000	35.595477
275	1000000000	550000000002	552000000000	550000050000	50000	250000	3365	1134	999999930	70	70	0	183	3548	0	0	0.000000000	0.000	0.000000	0.000000	36.767537
276	1000000000	552000000002	554000000000	552000050000	50000	250000	3404	1148	999999972	28	28	0	66	3470	0	0	0.000000000	0.000	0.000000	0.000000	36.839374
277	1000000000	554000000002	556000000000	554000050000	50000	250000	3371	1080	999999923	77	77	0	372	3743	0	0	0.000000000	0.000	0.000000	0.000000	33.859378
278	1000000000	556000000002	558000000000	556000050000	50000	250000	3375	1098	999999953	47	47	0	124	3499	0	0	0.000000000	0.000	0.000000	0.000000	34.868820
279	1000000000	558000000002	560000000000	558000050000	50000	250000	3382	1135	999999958	42	42	0	130	3512	0	0	0.000000000	0.000	0.000000	0.000000	34.809455
280	1000000000	560000000002	562000000000	560000050000	50000	250000	3350	1130	999999946	54	54	0	147	3497	0	0	0.000000000	0.000	0.000000	0.000000	34.273431
281	1000000000	562000000002	564000000000	562000050000	50000	250000	3433	1141	999999951	49	49	0	141	3574	0	0	0.000000000	0.000	0.000000	0.000000	34.530093
282	1000000000	564000000002	566000000000	564000050000	50000	250000	3348	1101	999999966	34	34	0	137	3485	0	0	0.000000000	0.000	0.000000	0.000000	33.406129
283	1000000000	566000000002	568000000000	566000050000	50000	250000	3368	1141	999999975	25	25	0	68	3436	0	0	0.000000000	0.000	0.000000	0.000000	34.497843
284	1000000000	568000000002	570000000000	568000050000	50000	250000	3372	1094	999999981	19	19	0	53	3425	0	0	0.000000000	0.000	0.000000	0.000000	33.468092
285	1000000000	570000000002	572000000000	570000050000	50000	250000	3379	1135	999999956	44	44	0	194	3573	0	0	0.000000000	0.000	0.000000	0.000000	34.893272
286	1000000000	572000000002	574000000000	572000050000	50000	250000	3389	1112	999999967	33	33	0	87	3476	0	0	0.000000000	0.000	0.000000	0.000000	34.438213
287	1000000000	574000000002	576000000000	574000050000	50000	250000	3449	1177	999999939	61	61	0	242	3691	0	0	0.000000000	0.000	0.000000	0.000000	35.342963
288	1000000000	576000000002	578000000000	576000050000	50000	250000	3333	1115	999999903	97	97	0	299	3632	0	0	0.000000000	0.000	0.000000	0.000000	33.562645
289	1000000000	578000000002	580000000000	578000050000	50000	250000	3401	1139	999999814	186	186	0	762	4163	0	0	0.000000000	0.000	0.000000	0.000000	34.231314
290	1000000000	580000000002	582000000000	580000050000	50000	250000	3433	1137	999999974	26	26	0	45	3478	0	0	0.000000000	0.000	0.000000	0.000000	34.322138
291	1000000000	582000000002	584000000000	582000050000	50000	250000	3402	1099	999999956	44	44	0	261	3663	0	0	0.000000000	0.000	0.000000	0.000000	33.919459
292	1000000000	584000000002	586000000000	584000050000	50000	250000	3403	1123	999999965	35	35	0	151	3554	0	0	0.000000000	0.000	0.000000	0.000000	33.973262
293	1000000000	586000000002	588000000000	586000050000	50000	250000	3348	1112	999999936	64	64	0	148	3496	0	0	0.000000000	0.000	0.000000	0.000000	54.794216
294	1000000000	588000000002	590000000000	588000050000	50000	250000	3404	1134	999999969	31	31	0	56	3460	0	0	0.000000000	0.000	0.000000	0.000000	56.064632
295	1000000000	590000000002	592000000000	590000050000	50000	250000	3328	1081	999999949	51	51	0	177	3505	0	0	0.000000000	0.000	0.000000	0.000000	54.435338
296	1000000000	592000000002	594000000000	592000050000	50000	250000	3322	1096	999999967	33	33	0	97	3419	0	0	0.000000000	0.000	0.000000	0.000000	55.124118
297	1000000000	594000000002	596000000000	594000050000	50000	250000	3430	1126	999999922	78	78	0	199	3629	0	0	0.000000000	0.000	0.000000	0.000000	56.097239
298	1000000000	596000000002	598000000000	596000050000	50000	250000	3424	1113	999999983	17	17	0	73	3497	0	0	0.000000000	0.000	0.000000	0.000000	55.889546
299	1000000000	598000000002	600000000000	598000050000	50000	250000	3390	1116	999999980	20	20	0	79	3469	0	0	0.000000000	0.000	0.000000	0.000000	55.762061
300	1000000000	600000000002	602000000000	600000050000	50000	250000	3387	1113	999999943	57	57	0	133	3520	0	0	0.000000000	0.000	0.000000	0.000000	55.462721
301	1000000000	602000000002	604000000000	602000050000	50000	250000	3402	1155	999999923	77	77	0	209	3611	0	0	0.000000000	0.000	0.000000	0.000000	56.914177
302	1000000000	604000000002	606000000000	604000050000	50000	250000	3422	1141	999999911	89	89	0	280	3702	0	0	0.000000000	0.000	0.000000	0.000000	56.386520
303	1000000000	606000000002	608000000000	606000050000	50000	250000	3340	1079	999999933	67	67	0	204	3544	0	0	0.000000000	0.000	0.000000	0.000000	54.426209
304	1000000000	608000000002	610000000000	608000050000	50000	250000	3368	1140	999999956	44	44	0	141	3509	0	0	0.000000000	0.000	0.000000	0.000000	56.347222
305	1000000000	610000000002	612000000000	610000050000	50000	250000	3419	1124	999999951	49	49	0	239	3658	0	0	0.000000000	0.000	0.000000	0.000000	55.699453
306	1000000000	612000000002	614000000000	612000050000	50000	250000	3352	1119	999999965	35	35	0	79	3431	0	0	0.000000000	0.000	0.000000	0.000000	56.106969
307	1000000000	614000000002	616000000000	614000050000	50000	250000	3293	1078	999999986	14	14	0	45	3338	0	0	0.000000000	0.000	0.000000	0.000000	54.369445
308	1000000000	616000000002	618000000000	616000050000	50000	250000	3346	1103	999999910	90	90	0	240	3586	0	0	0.000000000	0.000	0.000000	0.000000	55.274104
309	1000000000	618000000002	620000000000	618000050000	50000	250000	3404	1105	999999966	34	34	0	139	3543	0	0	0.000000000	0.000	0.000000	0.000000	55.161675
310	1000000000	620000000002	622000000000	620000050000	50000	250000	3391	1150	999999971	29	29	0	90	3481	0	0	0.000000000	0.000	0.000000	0.000000	56.584201
311	1000000000	622000000002	624000000000	622000050000	50000	250000	3394	1158	999999991	9	9	0	28	3422	0	0	0.000000000	0.000	0.000000	0.000000	54.843435
312	1000000000	624000000002	626000000000	624000050000	50000	250000	3359	1088	999999945	55	55	0	212	3571	0	0	0.000000000	0.000	0.000000	0.000000	51.746033
313	1000000000	626000000002	628000000000	626000050000	50000	250000	3386	1091	999999981	19	19	0	78	3464	0	0	0.000000000	0.000	0.000000	0.000000	51.738003
314	1000000000	628000000002	630000000000	628000050000	50000	250000	3307	1128	999999894	106	106	0	422	3729	0	0	0.000000000	0.000	0.000000	0.000000	54.039835
315	1000000000	630000000002	632000000000	630000050000	50000	250000	3443	1131	999999965	35	35	0	83	3526	0	0	0.000000000	0.000	0.000000	0.000000	54.943030
316	1000000000	632000000002	634000000000	632000050000	50000	250000	3364	1148	999999899	101	101	0	250	3614	0	0	0.000000000	0.000	0.000000	0.000000	55.851061
317	1000000000	634000000002	636000000000	634000050000	50000	250000	3375	1112	999999959	41	41	0	149	3524	0	0	0.000000000	0.000	0.000000	0.000000	54.207411
318	1000000000	636000000002	638000000000	636000050000	50000	250000	3442	1176	999999968	32	32	0	87	3529	0	0	0.000000000	0.000	0.000000	0.000000	56.547833
319	1000000000	638000000002	640000000000	638000050000	50000	250000	3305	1095	999999966	34	34	0	97	3402	0	0	0.000000000	0.000	0.000000	0.000000	53.794752
320	1000000000	640000000002	642000000000	640000050000	50000	250000	3357	1094	999999986	14	14	0	39	3396	0	0	0.000000000	0.000	0.000000	0.000000	53.954016
321	1000000000	642000000002	644000000000	642000050000	50000	250000	3346	1100	999999986	14	14	0	33	3379	0	0	0.000000000	0.000	0.000000	0.000000	54.462449
322	1000000000	644000000002	646000000000	644000050000	50000	250000	3381	1120	999999979	21	21	0	36	3417	0	0	0.000000000	0.000	0.000000	0.000000	54.735646
323	1000000000	646000000002	648000000000	646000050000	50000	250000	3353	1091	999999955	45	45	0	108	3461	0	0	0.000000000	0.000	0.000000	0.000000	54.206647
324	1000000000	648000000002	650000000000	648000050000	50000	250000	3394	1123	999999955	45	45	0	144	3538	0	0	0.000000000	0.000	0.000000	0.000000	55.128865
325	1000000000	650000000002	652000000000	650000050000	50000	250000	3452	1143	999999906	94	94	0	377	3829	0	0	0.000000000	0.000	0.000000	0.000000	55.897840
326	1000000000	652000000002	654000000000	652000050000	50000	250000	3383	1158	999999926	74	74	0	123	3506	0	0	0.000000000	0.000	0.000000	0.000000	55.992036
327	1000000000	654000000002	656000000000	654000050000	50000	250000	3364	1107	999999954	46	46	0	237	3601	0	0	0.000000000	0.000	0.000000	0.000000	54.130754
328	1000000000	656000000002	658000000000	656000050000	50000	250000	3382	1118	999999955	45	45	0	232	3614	0	0	0.000000000	0.000	0.000000	0.000000	54.513929
329	1000000000	658000000002	660000000000	658000050000	50000	250000	3398	1154	999999899	101	101	0	301	3699	0	0	0.000000000	0.000	0.000000	0.000000	52.400146
330	1000000000	660000000002	662000000000	660000050000	50000	250000	3411	1122	999999966	34	34	0	66	3477	0	0	0.000000000	0.000	0.000000	0.000000	51.060300
331	1000000000	662000000002	664000000000	662000050000	50000	250000	3347	1129	999999950	50	50	0	225	3572	0	0	0.000000000	0.000	0.000000	0.000000	53.039729
332	1000000000	664000000002	666000000000	664000050000	50000	250000	3341	1056	999999968	32	32	0	78	3419	0	0	0.000000000	0.000	0.000000	0.000000	51.012195
333	1000000000	666000000002	668000000000	666000050000	50000	250000	3364	1123	999999921	79	79	0	220	3584	0	0	0.000000000	0.000	0.000000	0.000000	53.866514
334	1000000000	668000000002	670000000000	668000050000	50000	250000	3376	1142	999999931	69	69	0	283	3659	0	0	0.000000000	0.000	0.000000	0.000000	54.682628
335	1000000000	670000000002	672000000000	670000050000	50000	250000	3415	1147	999999946	54	54	0	142	3557	0	0	0.000000000	0.000	0.000000	0.000000	55.637353
336	1000000000	672000000002	674000000000	672000050000	50000	250000	3434	1168	999999991	9	9	0	19	3453	0	0	0.000000000	0.000	0.000000	0.000000	56.668291
337	1000000000	674000000002	676000000000	674000050000	50000	250000	3323	1146	999999957	43	43	0	92	3415	0	0	0.000000000	0.000	0.000000	0.000000	56.030783
338	1000000000	676000000002	678000000000	676000050000	50000	250000	3441	1179	999999946	54	54	0	174	3615	0	0	0.000000000	0.000	0.000000	0.000000	56.962959
339	1000000000	678000000002	680000000000	678000050000	50000	250000	3435	1109	999999949	51	51	0	128	3563	0	0	0.000000000	0.000	0.000000	0.000000	54.209378
340	1000000000	680000000002	682000000000	680000050000	50000	250000	3360	1121	999999975	25	25	0	58	3418	0	0	0.000000000	0.000	0.000000	0.000000	55.183882
341	1000000000	682000000002	684000000000	682000050000	50000	250000	3352	1109	999999914	86	86	0	259	3611	0	0	0.000000000	0.000	0.000000	0.000000	54.586782
342	1000000000	684000000002	686000000000	684000050000	50000	250000	3448	1117	999999954	46	46	0	127	3575	0	0	0.000000000	0.000	0.000000	0.000000	55.007175
343	1000000000	686000000002	688000000000	686000050000	50000	250000	3426	1158	999999811	189	189	0	794	4220	0	0	0.000000000	0.000	0.000000	0.000000	56.759159
